2017-11-21 10:06:04,722 [1] INFO  WebCrawler.Services.Program - 文章采集系统开始...
 WebCrawler.Services.Programname2017-11-21 10:46:23,536 [4] INFO  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集开始***************************
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 10:55:06,887 [1] INFO  WebCrawler.Services.Program - 文章采集系统开始...
 WebCrawler.Services.Programname2017-11-21 10:55:14,298 [4] INFO  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集开始***************************
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 10:57:39,468 [1] INFO  WebCrawler.Services.Program - 文章采集系统开始...
 WebCrawler.Services.Programname2017-11-21 10:57:42,462 [4] INFO  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集开始***************************
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:03:18,063 [1] INFO  WebCrawler.Services.Program - 文章采集系统开始...
 WebCrawler.Services.Programname2017-11-21 11:03:25,302 [4] INFO  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集开始***************************
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:11,227 [1] INFO  WebCrawler.Services.Program - 文章采集系统开始...
 WebCrawler.Services.Programname2017-11-21 11:16:14,245 [4] INFO  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集开始***************************
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:15,999 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,001 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,002 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,004 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,006 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,008 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,010 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,037 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,039 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,040 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,042 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,045 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,047 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,053 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,055 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,057 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,060 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,063 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,066 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,068 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,073 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,076 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,079 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,081 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,084 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:16,088 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,523 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,526 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,529 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,532 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,538 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,540 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,543 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,546 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,550 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,553 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,555 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,559 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,561 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,564 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,567 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,576 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,580 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,585 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,587 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,592 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,595 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,608 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,619 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,626 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,628 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,630 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表div_a元素加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,805 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:23,913 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:24,052 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:24,197 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:24,346 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:24,502 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:24,650 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:24,790 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:24,905 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:25,048 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:25,190 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:25,332 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:25,478 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:25,617 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:25,764 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:25,903 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:26,042 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:26,189 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:26,329 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:26,491 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:26,672 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:26,810 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:26,940 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:27,094 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:27,247 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:27,378 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:27,514 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:27,649 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:33,696 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:33,881 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:34,024 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:34,172 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:34,301 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:34,460 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:34,609 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:34,768 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:16:34,916 [4] ERROR WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集异常,【新闻列表加载失败】
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:17:05,041 [1] INFO  WebCrawler.Services.Program - 文章采集系统开始...
 WebCrawler.Services.Programname2017-11-21 11:17:09,293 [4] INFO  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集开始***************************
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:25:57,453 [1] INFO  WebCrawler.Services.Program - 文章采集系统开始...
 WebCrawler.Services.Programname2017-11-21 11:25:58,318 [4] INFO  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集开始***************************
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:26:40,085 [1] INFO  WebCrawler.Services.Program - 文章采集系统开始...
 WebCrawler.Services.Programname2017-11-21 11:26:41,270 [4] INFO  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集开始***************************
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:27:08,891 [1] INFO  WebCrawler.Services.Program - 文章采集系统开始...
 WebCrawler.Services.Programname2017-11-21 11:27:09,847 [4] INFO  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集开始***************************
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:28:55,784 [1] INFO  WebCrawler.Services.Program - 文章采集系统开始...
 WebCrawler.Services.Programname2017-11-21 11:29:01,470 [4] INFO  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻采集开始***************************
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:30:34,860 [4] WARN  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻,存在相同【标题】的文章:省环保厅举办2017年清洁生产审核培训班（第二期）
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:30:35,300 [4] WARN  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻,存在相同【标题】的文章:省环保厅就秸秆禁烧问题实施第二轮约谈
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:30:35,671 [4] WARN  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻,存在相同【标题】的文章:省环保厅对上饶市启动环保综合督查
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:30:35,966 [4] WARN  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻,存在相同【标题】的文章:曹永琳副厅长现场指导江西省危险废物监管平台项目建设工作
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:30:36,288 [4] WARN  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻,存在相同【标题】的文章:陈小平在《中国环境报》发表署名文章《奋力打造美丽中国“江西样板”》
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:30:37,013 [4] WARN  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻,存在相同【标题】的文章:陈小平在樟树市调研生态环境保护工作时强调
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:30:37,388 [4] WARN  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻,存在相同【标题】的文章:陈小平与赣州市市长曾文明举行会谈
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:30:38,123 [4] WARN  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻,存在相同【标题】的文章:省环保厅发布新修订的辐射事故应急预案
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:30:39,425 [4] WARN  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻,存在相同【标题】的文章:我省召开下半年排污许可证核发工作推进座谈会
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:30:40,790 [4] WARN  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻,存在相同【标题】的文章:深入贯彻十九大精神 共谋生态文明新篇章
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:30:41,244 [4] WARN  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻,存在相同【标题】的文章:贯彻党的十九大精神 传递江西环保好声音
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:30:41,643 [4] WARN  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻,存在相同【标题】的文章:省环境监察局举办全省环境监察岗位培训班
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:30:41,934 [4] WARN  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻,存在相同【标题】的文章:郑为文副省长参加省环保厅机关第五党支部学习贯彻十九大精神学习会
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:30:42,214 [4] WARN  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻,存在相同【标题】的文章:省环保厅举办全省环保系统政务服务工作培训班
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:30:42,495 [4] WARN  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻,存在相同【标题】的文章:吉安市委书记胡世忠到蜀水河部分河段进行调研
 WebCrawlerConsole.DoMain.Crawlername2017-11-21 11:30:42,767 [4] WARN  WebCrawlerConsole.DoMain.Crawler - 江西省环境保护厅-环保要闻,存在相同【标题】的文章:省、市环保部门联合开展环境自动监测设施公众开放活动
